Datum,Jahr,Monat,Monatsnummer,Groessenklasse,Insolvenzen,Forderungen_Tsd_EUR,Betroffene_Arbeitnehmer
2024-10,2024,Oktober,10,Unbekannt oder kein Arbeitnehmer,1240,2356960,
2024-11,2024,November,11,1 Arbeitnehmer,117,64574,117.0
2024-11,2024,November,11,2 bis 5 Arbeitnehmer,206,336082,670.0
2024-11,2024,November,11,6 bis 10 Arbeitnehmer,98,65514,749.0
2024-11,2024,November,11,11 bis 100 Arbeitnehmer,164,275034,4858.0
2024-11,2024,November,11,Über 100 Arbeitnehmer,15,245557,4610.0
2024-11,2024,November,11,Unbekannt oder kein Arbeitnehmer,1187,1781061,
2024-12,2024,Dezember,12,1 Arbeitnehmer,139,311392,139.0
2024-12,2024,Dezember,12,2 bis 5 Arbeitnehmer,187,152282,584.0
2024-12,2024,Dezember,12,6 bis 10 Arbeitnehmer,112,97717,888.0
2024-12,2024,Dezember,12,11 bis 100 Arbeitnehmer,170,565966,4912.0
2024-12,2024,Dezember,12,Über 100 Arbeitnehmer,30,744481,7790.0
2024-12,2024,Dezember,12,Unbekannt oder kein Arbeitnehmer,1153,3952184,
2025-01,2025,Januar,1,1 Arbeitnehmer,142,191539,142.0
2025-01,2025,Januar,1,2 bis 5 Arbeitnehmer,185,120642,591.0
2025-01,2025,Januar,1,6 bis 10 Arbeitnehmer,99,158438,771.0
2025-01,2025,Januar,1,11 bis 100 Arbeitnehmer,185,2541781,5378.0
2025-01,2025,Januar,1,Über 100 Arbeitnehmer,21,1317199,7045.0
2025-01,2025,Januar,1,Unbekannt oder kein Arbeitnehmer,1198,1004620,
2025-02,2025,Februar,2,1 Arbeitnehmer,123,82777,123.0
2025-02,2025,Februar,2,2 bis 5 Arbeitnehmer,195,72097,643.0
2025-02,2025,Februar,2,6 bis 10 Arbeitnehmer,111,782297,846.0
2025-02,2025,Februar,2,11 bis 100 Arbeitnehmer,233,2818251,7193.0
2025-02,2025,Februar,2,Über 100 Arbeitnehmer,34,2775087,11023.0
2025-02,2025,Februar,2,Unbekannt oder kein Arbeitnehmer,1372,2494274,
2025-03,2025,März,3,1 Arbeitnehmer,145,472483,145.0
2025-03,2025,März,3,2 bis 5 Arbeitnehmer,209,138160,680.0
2025-03,2025,März,3,6 bis 10 Arbeitnehmer,112,110651,849.0
2025-03,2025,März,3,11 bis 100 Arbeitnehmer,181,1000954,5225.0
2025-03,2025,März,3,Über 100 Arbeitnehmer,16,583476,7855.0
2025-03,2025,März,3,Unbekannt oder kein Arbeitnehmer,1330,3267300,
2025-04,2025,April,4,1 Arbeitnehmer,143,47865,143.0
2025-04,2025,April,4,2 bis 5 Arbeitnehmer,228,98187,726.0
2025-04,2025,April,4,6 bis 10 Arbeitnehmer,118,76833,899.0
2025-04,2025,April,4,11 bis 100 Arbeitnehmer,256,644051,7601.0
2025-04,2025,April,4,Über 100 Arbeitnehmer,16,307766,6291.0
2025-04,2025,April,4,Unbekannt oder kein Arbeitnehmer,1364,1373176,
2025-05,2025,Mai,5,1 Arbeitnehmer,130,55903,130.0
2025-05,2025,Mai,5,2 bis 5 Arbeitnehmer,222,105636,717.0
2025-05,2025,Mai,5,6 bis 10 Arbeitnehmer,108,110535,840.0
2025-05,2025,Mai,5,11 bis 100 Arbeitnehmer,199,1076694,5624.0
2025-05,2025,Mai,5,Über 100 Arbeitnehmer,30,734561,7279.0
2025-05,2025,Mai,5,Unbekannt oder kein Arbeitnehmer,1347,1141757,
2025-06,2025,Juni,6,1 Arbeitnehmer,132,68178,132.0
2025-06,2025,Juni,6,2 bis 5 Arbeitnehmer,193,209498,621.0
2025-06,2025,Juni,6,6 bis 10 Arbeitnehmer,99,79692,766.0
2025-06,2025,Juni,6,11 bis 100 Arbeitnehmer,167,682106,4857.0
2025-06,2025,Juni,6,Über 100 Arbeitnehmer,21,335229,7067.0
2025-06,2025,Juni,6,Unbekannt oder kein Arbeitnehmer,1345,1089727,
2025-07,2025,Juli,7,1 Arbeitnehmer,126,44520,126.0
2025-07,2025,Juli,7,2 bis 5 Arbeitnehmer,227,107276,726.0
2025-07,2025,Juli,7,6 bis 10 Arbeitnehmer,106,81359,833.0
2025-07,2025,Juli,7,11 bis 100 Arbeitnehmer,186,566869,5186.0
2025-07,2025,Juli,7,Über 100 Arbeitnehmer,16,634366,4449.0
2025-07,2025,Juli,7,Unbekannt oder kein Arbeitnehmer,1536,2219143,
2025-08,2025,August,8,1 Arbeitnehmer,139,902706,139.0
2025-08,2025,August,8,2 bis 5 Arbeitnehmer,211,101546,665.0
2025-08,2025,August,8,6 bis 10 Arbeitnehmer,91,48498,705.0
2025-08,2025,August,8,11 bis 100 Arbeitnehmer,163,330958,4399.0
2025-08,2025,August,8,Über 100 Arbeitnehmer,15,518223,5187.0
2025-08,2025,August,8,Unbekannt oder kein Arbeitnehmer,1360,3492619,
2025-09,2025,September,9,1 Arbeitnehmer,124,104073,124.0
2025-09,2025,September,9,2 bis 5 Arbeitnehmer,227,142643,773.0
2025-09,2025,September,9,6 bis 10 Arbeitnehmer,89,44216,701.0
2025-09,2025,September,9,11 bis 100 Arbeitnehmer,181,578563,5118.0
2025-09,2025,September,9,Über 100 Arbeitnehmer,32,864018,8687.0
2025-09,2025,September,9,Unbekannt oder kein Arbeitnehmer,1287,1194012,
2025-10,2025,Oktober,10,1 Arbeitnehmer,150,47016,150.0
2025-10,2025,Oktober,10,2 bis 5 Arbeitnehmer,203,193916,654.0
2025-10,2025,Oktober,10,6 bis 10 Arbeitnehmer,126,117305,978.0
2025-10,2025,Oktober,10,11 bis 100 Arbeitnehmer,230,593948,6536.0
2025-10,2025,Oktober,10,Über 100 Arbeitnehmer,29,664846,6057.0
2025-10,2025,Oktober,10,Unbekannt oder kein Arbeitnehmer,1370,1005673,
2025-11,2025,November,11,1 Arbeitnehmer,119,126410,119.0
2025-11,2025,November,11,2 bis 5 Arbeitnehmer,193,88892,602.0
2025-11,2025,November,11,6 bis 10 Arbeitnehmer,80,70857,621.0
2025-11,2025,November,11,11 bis 100 Arbeitnehmer,169,249004,4869.0
2025-11,2025,November,11,Über 100 Arbeitnehmer,10,98546,1946.0
2025-11,2025,November,11,Unbekannt oder kein Arbeitnehmer,1223,851393,
2025-12,2025,Dezember,12,1 Arbeitnehmer,137,160576,137.0
2025-12,2025,Dezember,12,2 bis 5 Arbeitnehmer,221,162435,717.0
2025-12,2025,Dezember,12,6 bis 10 Arbeitnehmer,126,79012,974.0
2025-12,2025,Dezember,12,11 bis 100 Arbeitnehmer,217,616551,5962.0
2025-12,2025,Dezember,12,Über 100 Arbeitnehmer,23,865900,6124.0
2025-12,2025,Dezember,12,Unbekannt oder kein Arbeitnehmer,1313,1750628,
