Datum,Jahr,Monat,Monatsnummer,Branchencode,Branche,Eroeffnet,Mangels_Masse_Abgewiesen,Gesamt,mangel_ratio,Aktive_Unternehmen,Insolvenzrate_Pct
2022-12,2022,Dezember,12,WZ08-C,Verarbeitendes Gewerbe,101.0,19.0,120.0,18.8,226191.0,0.0447
2022-12,2022,Dezember,12,WZ08-D,Energieversorgung,3.0,1.0,4.0,33.3,75701.0,0.004
2022-12,2022,Dezember,12,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,,,,13246.0,0.0226
2022-12,2022,Dezember,12,WZ08-F,Baugewerbe,176.0,64.0,240.0,36.4,395333.0,0.0445
2022-12,2022,Dezember,12,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",182.0,73.0,255.0,40.1,670323.0,0.0272
2022-12,2022,Dezember,12,WZ08-H,Verkehr und Lagerei,65.0,20.0,85.0,30.8,120455.0,0.054
2022-12,2022,Dezember,12,WZ08-I,Gastgewerbe,69.0,38.0,107.0,55.1,249925.0,0.0276
2022-12,2022,Dezember,12,WZ08-J,Information und Kommunikation,30.0,14.0,44.0,46.7,147421.0,0.0203
2022-12,2022,Dezember,12,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,19.0,8.0,27.0,42.1,89956.0,0.0211
2022-12,2022,Dezember,12,WZ08-L,Grundstücks- und Wohnungswesen,21.0,17.0,38.0,81.0,216461.0,0.0097
2022-12,2022,Dezember,12,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",87.0,54.0,141.0,62.1,533785.0,0.0163
2022-12,2022,Dezember,12,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,98.0,50.0,148.0,51.0,252026.0,0.0389
2022-12,2022,Dezember,12,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-12,2022,Dezember,12,WZ08-P,Erziehung und Unterricht,16.0,1.0,17.0,6.2,97848.0,0.0164
2022-12,2022,Dezember,12,WZ08-Q,Gesundheits- und Sozialwesen,32.0,10.0,42.0,31.2,290188.0,0.011
2022-12,2022,Dezember,12,WZ08-R,"Kunst, Unterhaltung und Erholung",26.0,6.0,32.0,23.1,110561.0,0.0235
2022-12,2022,Dezember,12,WZ08-S,Erbringung von sonstigen Dienstleistungen,63.0,15.0,78.0,23.8,235033.0,0.0268
2023-01,2023,Januar,1,WZ08-A,"Land- und Forstwirtschaft, Fischerei",10.0,1.0,11.0,10.0,,
2023-01,2023,Januar,1,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,2.0,1.0,3.0,50.0,2300.0,0.087
2023-01,2023,Januar,1,WZ08-C,Verarbeitendes Gewerbe,83.0,11.0,94.0,13.3,223043.0,0.0372
2023-01,2023,Januar,1,WZ08-D,Energieversorgung,2.0,,,,84072.0,0.0024
2023-01,2023,Januar,1,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0,50.0,13244.0,0.0151
2023-01,2023,Januar,1,WZ08-F,Baugewerbe,177.0,69.0,246.0,39.0,397172.0,0.0446
2023-01,2023,Januar,1,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",128.0,76.0,204.0,59.4,664536.0,0.0193
2023-01,2023,Januar,1,WZ08-H,Verkehr und Lagerei,74.0,21.0,95.0,28.4,120545.0,0.0614
2023-01,2023,Januar,1,WZ08-I,Gastgewerbe,65.0,36.0,101.0,55.4,252952.0,0.0257
2023-01,2023,Januar,1,WZ08-J,Information und Kommunikation,34.0,12.0,46.0,35.3,152867.0,0.0222
2023-01,2023,Januar,1,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,15.0,40.0,60.0,88558.0,0.0282
2023-01,2023,Januar,1,WZ08-L,Grundstücks- und Wohnungswesen,19.0,11.0,30.0,57.9,218691.0,0.0087
2023-01,2023,Januar,1,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",85.0,49.0,134.0,57.6,543935.0,0.0156
2023-01,2023,Januar,1,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,94.0,38.0,132.0,40.4,259804.0,0.0362
2023-01,2023,Januar,1,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-01,2023,Januar,1,WZ08-P,Erziehung und Unterricht,16.0,1.0,17.0,6.2,100100.0,0.016
2023-01,2023,Januar,1,WZ08-Q,Gesundheits- und Sozialwesen,27.0,6.0,33.0,22.2,289040.0,0.0093
2023-01,2023,Januar,1,WZ08-R,"Kunst, Unterhaltung und Erholung",19.0,5.0,24.0,26.3,115074.0,0.0165
2023-01,2023,Januar,1,WZ08-S,Erbringung von sonstigen Dienstleistungen,38.0,18.0,56.0,47.4,239994.0,0.0158
2023-02,2023,Februar,2,WZ08-A,"Land- und Forstwirtschaft, Fischerei",9.0,3.0,12.0,33.3,,
2023-02,2023,Februar,2,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2300.0,0.0435
2023-02,2023,Februar,2,WZ08-C,Verarbeitendes Gewerbe,91.0,9.0,100.0,9.9,223043.0,0.0408
2023-02,2023,Februar,2,WZ08-D,Energieversorgung,,,,,84072.0,
2023-02,2023,Februar,2,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0,50.0,13244.0,0.0151
2023-02,2023,Februar,2,WZ08-F,Baugewerbe,166.0,71.0,237.0,42.8,397172.0,0.0418
2023-02,2023,Februar,2,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",177.0,57.0,234.0,32.2,664536.0,0.0266
2023-02,2023,Februar,2,WZ08-H,Verkehr und Lagerei,70.0,22.0,92.0,31.4,120545.0,0.0581
2023-02,2023,Februar,2,WZ08-I,Gastgewerbe,102.0,35.0,137.0,34.3,252952.0,0.0403
2023-02,2023,Februar,2,WZ08-J,Information und Kommunikation,43.0,14.0,57.0,32.6,152867.0,0.0281
2023-02,2023,Februar,2,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,20.0,9.0,29.0,45.0,88558.0,0.0226
2023-02,2023,Februar,2,WZ08-L,Grundstücks- und Wohnungswesen,40.0,5.0,45.0,12.5,218691.0,0.0183
2023-02,2023,Februar,2,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",79.0,40.0,119.0,50.6,543935.0,0.0145
2023-02,2023,Februar,2,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,108.0,33.0,141.0,30.6,259804.0,0.0416
2023-02,2023,Februar,2,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-02,2023,Februar,2,WZ08-P,Erziehung und Unterricht,18.0,4.0,22.0,22.2,100100.0,0.018
2023-02,2023,Februar,2,WZ08-Q,Gesundheits- und Sozialwesen,40.0,1.0,41.0,2.5,289040.0,0.0138
2023-02,2023,Februar,2,WZ08-R,"Kunst, Unterhaltung und Erholung",19.0,5.0,24.0,26.3,115074.0,0.0165
2023-02,2023,Februar,2,WZ08-S,Erbringung von sonstigen Dienstleistungen,54.0,14.0,68.0,25.9,239994.0,0.0225
2023-03,2023,März,3,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,,,,,
2023-03,2023,März,3,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2300.0,
2023-03,2023,März,3,WZ08-C,Verarbeitendes Gewerbe,109.0,16.0,125.0,14.7,223043.0,0.0489
2023-03,2023,März,3,WZ08-D,Energieversorgung,3.0,,,,84072.0,0.0036
2023-03,2023,März,3,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,,,13244.0,0.0076
2023-03,2023,März,3,WZ08-F,Baugewerbe,191.0,70.0,261.0,36.6,397172.0,0.0481
2023-03,2023,März,3,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",171.0,63.0,234.0,36.8,664536.0,0.0257
2023-03,2023,März,3,WZ08-H,Verkehr und Lagerei,74.0,19.0,93.0,25.7,120545.0,0.0614
2023-03,2023,März,3,WZ08-I,Gastgewerbe,95.0,37.0,132.0,38.9,252952.0,0.0376
2023-03,2023,März,3,WZ08-J,Information und Kommunikation,48.0,17.0,65.0,35.4,152867.0,0.0314
2023-03,2023,März,3,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,19.0,14.0,33.0,73.7,88558.0,0.0215
2023-03,2023,März,3,WZ08-L,Grundstücks- und Wohnungswesen,49.0,14.0,63.0,28.6,218691.0,0.0224
2023-03,2023,März,3,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",106.0,37.0,143.0,34.9,543935.0,0.0195
2023-03,2023,März,3,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,110.0,53.0,163.0,48.2,259804.0,0.0423
2023-03,2023,März,3,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-03,2023,März,3,WZ08-P,Erziehung und Unterricht,13.0,2.0,15.0,15.4,100100.0,0.013
2023-03,2023,März,3,WZ08-Q,Gesundheits- und Sozialwesen,38.0,5.0,43.0,13.2,289040.0,0.0131
2023-03,2023,März,3,WZ08-R,"Kunst, Unterhaltung und Erholung",27.0,7.0,34.0,25.9,115074.0,0.0235
2023-03,2023,März,3,WZ08-S,Erbringung von sonstigen Dienstleistungen,49.0,19.0,68.0,38.8,239994.0,0.0204
2023-04,2023,April,4,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,3.0,8.0,60.0,,
2023-04,2023,April,4,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2300.0,
2023-04,2023,April,4,WZ08-C,Verarbeitendes Gewerbe,82.0,15.0,97.0,18.3,223043.0,0.0368
2023-04,2023,April,4,WZ08-D,Energieversorgung,5.0,,,,84072.0,0.0059
2023-04,2023,April,4,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",,2.0,,,13244.0,
2023-04,2023,April,4,WZ08-F,Baugewerbe,165.0,70.0,235.0,42.4,397172.0,0.0415
2023-04,2023,April,4,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",129.0,60.0,189.0,46.5,664536.0,0.0194
2023-04,2023,April,4,WZ08-H,Verkehr und Lagerei,89.0,19.0,108.0,21.3,120545.0,0.0738
2023-04,2023,April,4,WZ08-I,Gastgewerbe,104.0,34.0,138.0,32.7,252952.0,0.0411
2023-04,2023,April,4,WZ08-J,Information und Kommunikation,47.0,16.0,63.0,34.0,152867.0,0.0307
2023-04,2023,April,4,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,10.0,11.0,21.0,110.0,88558.0,0.0113
2023-04,2023,April,4,WZ08-L,Grundstücks- und Wohnungswesen,32.0,13.0,45.0,40.6,218691.0,0.0146
2023-04,2023,April,4,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",100.0,51.0,151.0,51.0,543935.0,0.0184
2023-04,2023,April,4,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,119.0,51.0,170.0,42.9,259804.0,0.0458
2023-04,2023,April,4,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-04,2023,April,4,WZ08-P,Erziehung und Unterricht,11.0,3.0,14.0,27.3,100100.0,0.011
2023-04,2023,April,4,WZ08-Q,Gesundheits- und Sozialwesen,94.0,3.0,97.0,3.2,289040.0,0.0325
2023-04,2023,April,4,WZ08-R,"Kunst, Unterhaltung und Erholung",16.0,6.0,22.0,37.5,115074.0,0.0139
2023-04,2023,April,4,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,16.0,63.0,34.0,239994.0,0.0196
2023-05,2023,Mai,5,WZ08-A,"Land- und Forstwirtschaft, Fischerei",9.0,1.0,10.0,11.1,,
2023-05,2023,Mai,5,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2300.0,
2023-05,2023,Mai,5,WZ08-C,Verarbeitendes Gewerbe,106.0,17.0,123.0,16.0,223043.0,0.0475
2023-05,2023,Mai,5,WZ08-D,Energieversorgung,1.0,1.0,2.0,100.0,84072.0,0.0012
2023-05,2023,Mai,5,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0,50.0,13244.0,0.0151
2023-05,2023,Mai,5,WZ08-F,Baugewerbe,199.0,71.0,270.0,35.7,397172.0,0.0501
2023-05,2023,Mai,5,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",170.0,74.0,244.0,43.5,664536.0,0.0256
2023-05,2023,Mai,5,WZ08-H,Verkehr und Lagerei,66.0,26.0,92.0,39.4,120545.0,0.0548
2023-05,2023,Mai,5,WZ08-I,Gastgewerbe,109.0,44.0,153.0,40.4,252952.0,0.0431
2023-05,2023,Mai,5,WZ08-J,Information und Kommunikation,38.0,15.0,53.0,39.5,152867.0,0.0249
2023-05,2023,Mai,5,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,17.0,13.0,30.0,76.5,88558.0,0.0192
2023-05,2023,Mai,5,WZ08-L,Grundstücks- und Wohnungswesen,38.0,22.0,60.0,57.9,218691.0,0.0174
2023-05,2023,Mai,5,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",75.0,49.0,124.0,65.3,543935.0,0.0138
2023-05,2023,Mai,5,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,122.0,43.0,165.0,35.2,259804.0,0.047
2023-05,2023,Mai,5,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-05,2023,Mai,5,WZ08-P,Erziehung und Unterricht,14.0,,,,100100.0,0.014
2023-05,2023,Mai,5,WZ08-Q,Gesundheits- und Sozialwesen,39.0,6.0,45.0,15.4,289040.0,0.0135
2023-05,2023,Mai,5,WZ08-R,"Kunst, Unterhaltung und Erholung",16.0,4.0,20.0,25.0,115074.0,0.0139
2023-05,2023,Mai,5,WZ08-S,Erbringung von sonstigen Dienstleistungen,51.0,19.0,70.0,37.3,239994.0,0.0213
2023-06,2023,Juni,6,WZ08-A,"Land- und Forstwirtschaft, Fischerei",11.0,,,,,
2023-06,2023,Juni,6,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2300.0,
2023-06,2023,Juni,6,WZ08-C,Verarbeitendes Gewerbe,111.0,23.0,134.0,20.7,223043.0,0.0498
2023-06,2023,Juni,6,WZ08-D,Energieversorgung,4.0,1.0,5.0,25.0,84072.0,0.0048
2023-06,2023,Juni,6,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,2.0,3.0,200.0,13244.0,0.0076
2023-06,2023,Juni,6,WZ08-F,Baugewerbe,204.0,70.0,274.0,34.3,397172.0,0.0514
2023-06,2023,Juni,6,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",179.0,70.0,249.0,39.1,664536.0,0.0269
2023-06,2023,Juni,6,WZ08-H,Verkehr und Lagerei,66.0,28.0,94.0,42.4,120545.0,0.0548
2023-06,2023,Juni,6,WZ08-I,Gastgewerbe,97.0,37.0,134.0,38.1,252952.0,0.0383
2023-06,2023,Juni,6,WZ08-J,Information und Kommunikation,43.0,18.0,61.0,41.9,152867.0,0.0281
2023-06,2023,Juni,6,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,21.0,11.0,32.0,52.4,88558.0,0.0237
2023-06,2023,Juni,6,WZ08-L,Grundstücks- und Wohnungswesen,54.0,23.0,77.0,42.6,218691.0,0.0247
2023-06,2023,Juni,6,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",104.0,45.0,149.0,43.3,543935.0,0.0191
2023-06,2023,Juni,6,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,106.0,45.0,151.0,42.5,259804.0,0.0408
2023-06,2023,Juni,6,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-06,2023,Juni,6,WZ08-P,Erziehung und Unterricht,18.0,2.0,20.0,11.1,100100.0,0.018
2023-06,2023,Juni,6,WZ08-Q,Gesundheits- und Sozialwesen,41.0,4.0,45.0,9.8,289040.0,0.0142
2023-06,2023,Juni,6,WZ08-R,"Kunst, Unterhaltung und Erholung",25.0,7.0,32.0,28.0,115074.0,0.0217
2023-06,2023,Juni,6,WZ08-S,Erbringung von sonstigen Dienstleistungen,59.0,18.0,77.0,30.5,239994.0,0.0246
2023-07,2023,Juli,7,WZ08-A,"Land- und Forstwirtschaft, Fischerei",12.0,,,,,
2023-07,2023,Juli,7,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2300.0,0.0435
2023-07,2023,Juli,7,WZ08-C,Verarbeitendes Gewerbe,100.0,26.0,126.0,26.0,223043.0,0.0448
2023-07,2023,Juli,7,WZ08-D,Energieversorgung,3.0,1.0,4.0,33.3,84072.0,0.0036
2023-07,2023,Juli,7,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,,,,13244.0,0.0227
2023-07,2023,Juli,7,WZ08-F,Baugewerbe,198.0,74.0,272.0,37.4,397172.0,0.0499
2023-07,2023,Juli,7,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",182.0,57.0,239.0,31.3,664536.0,0.0274
2023-07,2023,Juli,7,WZ08-H,Verkehr und Lagerei,64.0,21.0,85.0,32.8,120545.0,0.0531
2023-07,2023,Juli,7,WZ08-I,Gastgewerbe,93.0,32.0,125.0,34.4,252952.0,0.0368
2023-07,2023,Juli,7,WZ08-J,Information und Kommunikation,51.0,15.0,66.0,29.4,152867.0,0.0334
2023-07,2023,Juli,7,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,21.0,16.0,37.0,76.2,88558.0,0.0237
2023-07,2023,Juli,7,WZ08-L,Grundstücks- und Wohnungswesen,34.0,18.0,52.0,52.9,218691.0,0.0155
2023-07,2023,Juli,7,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",103.0,77.0,180.0,74.8,543935.0,0.0189
2023-07,2023,Juli,7,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,124.0,55.0,179.0,44.4,259804.0,0.0477
2023-07,2023,Juli,7,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-07,2023,Juli,7,WZ08-P,Erziehung und Unterricht,14.0,3.0,17.0,21.4,100100.0,0.014
2023-07,2023,Juli,7,WZ08-Q,Gesundheits- und Sozialwesen,71.0,5.0,76.0,7.0,289040.0,0.0246
2023-07,2023,Juli,7,WZ08-R,"Kunst, Unterhaltung und Erholung",29.0,5.0,34.0,17.2,115074.0,0.0252
2023-07,2023,Juli,7,WZ08-S,Erbringung von sonstigen Dienstleistungen,54.0,24.0,78.0,44.4,239994.0,0.0225
2023-08,2023,August,8,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,2.0,9.0,28.6,,
2023-08,2023,August,8,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2300.0,
2023-08,2023,August,8,WZ08-C,Verarbeitendes Gewerbe,98.0,27.0,125.0,27.6,223043.0,0.0439
2023-08,2023,August,8,WZ08-D,Energieversorgung,2.0,2.0,4.0,100.0,84072.0,0.0024
2023-08,2023,August,8,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",,1.0,,,13244.0,
2023-08,2023,August,8,WZ08-F,Baugewerbe,182.0,88.0,270.0,48.4,397172.0,0.0458
2023-08,2023,August,8,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",173.0,70.0,243.0,40.5,664536.0,0.026
2023-08,2023,August,8,WZ08-H,Verkehr und Lagerei,69.0,36.0,105.0,52.2,120545.0,0.0572
2023-08,2023,August,8,WZ08-I,Gastgewerbe,116.0,44.0,160.0,37.9,252952.0,0.0459
2023-08,2023,August,8,WZ08-J,Information und Kommunikation,38.0,14.0,52.0,36.8,152867.0,0.0249
2023-08,2023,August,8,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,16.0,10.0,26.0,62.5,88558.0,0.0181
2023-08,2023,August,8,WZ08-L,Grundstücks- und Wohnungswesen,33.0,16.0,49.0,48.5,218691.0,0.0151
2023-08,2023,August,8,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",91.0,57.0,148.0,62.6,543935.0,0.0167
2023-08,2023,August,8,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,118.0,54.0,172.0,45.8,259804.0,0.0454
2023-08,2023,August,8,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-08,2023,August,8,WZ08-P,Erziehung und Unterricht,20.0,,,,100100.0,0.02
2023-08,2023,August,8,WZ08-Q,Gesundheits- und Sozialwesen,43.0,7.0,50.0,16.3,289040.0,0.0149
2023-08,2023,August,8,WZ08-R,"Kunst, Unterhaltung und Erholung",30.0,8.0,38.0,26.7,115074.0,0.0261
2023-08,2023,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,66.0,18.0,84.0,27.3,239994.0,0.0275
2023-09,2023,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",10.0,2.0,12.0,20.0,,
2023-09,2023,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,2.0,,,,2300.0,0.087
2023-09,2023,September,9,WZ08-C,Verarbeitendes Gewerbe,122.0,10.0,132.0,8.2,223043.0,0.0547
2023-09,2023,September,9,WZ08-D,Energieversorgung,6.0,,,,84072.0,0.0071
2023-09,2023,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0,33.3,13244.0,0.0227
2023-09,2023,September,9,WZ08-F,Baugewerbe,187.0,70.0,257.0,37.4,397172.0,0.0471
2023-09,2023,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",190.0,62.0,252.0,32.6,664536.0,0.0286
2023-09,2023,September,9,WZ08-H,Verkehr und Lagerei,62.0,17.0,79.0,27.4,120545.0,0.0514
2023-09,2023,September,9,WZ08-I,Gastgewerbe,112.0,32.0,144.0,28.6,252952.0,0.0443
2023-09,2023,September,9,WZ08-J,Information und Kommunikation,63.0,16.0,79.0,25.4,152867.0,0.0412
2023-09,2023,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,19.0,15.0,34.0,78.9,88558.0,0.0215
2023-09,2023,September,9,WZ08-L,Grundstücks- und Wohnungswesen,38.0,20.0,58.0,52.6,218691.0,0.0174
2023-09,2023,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",109.0,58.0,167.0,53.2,543935.0,0.02
2023-09,2023,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,115.0,34.0,149.0,29.6,259804.0,0.0443
2023-09,2023,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-09,2023,September,9,WZ08-P,Erziehung und Unterricht,11.0,5.0,16.0,45.5,100100.0,0.011
2023-09,2023,September,9,WZ08-Q,Gesundheits- und Sozialwesen,50.0,8.0,58.0,16.0,289040.0,0.0173
2023-09,2023,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",25.0,9.0,34.0,36.0,115074.0,0.0217
2023-09,2023,September,9,WZ08-S,Erbringung von sonstigen Dienstleistungen,58.0,16.0,74.0,27.6,239994.0,0.0242
2023-10,2023,Oktober,10,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,1.0,8.0,14.3,,
2023-10,2023,Oktober,10,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2300.0,
2023-10,2023,Oktober,10,WZ08-C,Verarbeitendes Gewerbe,101.0,17.0,118.0,16.8,223043.0,0.0453
2023-10,2023,Oktober,10,WZ08-D,Energieversorgung,2.0,,,,84072.0,0.0024
2023-10,2023,Oktober,10,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0,33.3,13244.0,0.0227
2023-10,2023,Oktober,10,WZ08-F,Baugewerbe,172.0,64.0,236.0,37.2,397172.0,0.0433
2023-10,2023,Oktober,10,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",181.0,78.0,259.0,43.1,664536.0,0.0272
2023-10,2023,Oktober,10,WZ08-H,Verkehr und Lagerei,62.0,24.0,86.0,38.7,120545.0,0.0514
2023-10,2023,Oktober,10,WZ08-I,Gastgewerbe,99.0,34.0,133.0,34.3,252952.0,0.0391
2023-10,2023,Oktober,10,WZ08-J,Information und Kommunikation,42.0,15.0,57.0,35.7,152867.0,0.0275
2023-10,2023,Oktober,10,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,12.0,34.0,54.5,88558.0,0.0248
2023-10,2023,Oktober,10,WZ08-L,Grundstücks- und Wohnungswesen,32.0,21.0,53.0,65.6,218691.0,0.0146
2023-10,2023,Oktober,10,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",94.0,62.0,156.0,66.0,543935.0,0.0173
2023-10,2023,Oktober,10,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,109.0,41.0,150.0,37.6,259804.0,0.042
2023-10,2023,Oktober,10,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-10,2023,Oktober,10,WZ08-P,Erziehung und Unterricht,13.0,5.0,18.0,38.5,100100.0,0.013
2023-10,2023,Oktober,10,WZ08-Q,Gesundheits- und Sozialwesen,72.0,5.0,77.0,6.9,289040.0,0.0249
2023-10,2023,Oktober,10,WZ08-R,"Kunst, Unterhaltung und Erholung",21.0,7.0,28.0,33.3,115074.0,0.0182
2023-10,2023,Oktober,10,WZ08-S,Erbringung von sonstigen Dienstleistungen,43.0,19.0,62.0,44.2,239994.0,0.0179
2023-11,2023,November,11,WZ08-A,"Land- und Forstwirtschaft, Fischerei",9.0,3.0,12.0,33.3,,
2023-11,2023,November,11,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2300.0,
2023-11,2023,November,11,WZ08-C,Verarbeitendes Gewerbe,83.0,16.0,99.0,19.3,223043.0,0.0372
2023-11,2023,November,11,WZ08-D,Energieversorgung,2.0,4.0,6.0,200.0,84072.0,0.0024
2023-11,2023,November,11,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0,33.3,13244.0,0.0227
2023-11,2023,November,11,WZ08-F,Baugewerbe,185.0,79.0,264.0,42.7,397172.0,0.0466
2023-11,2023,November,11,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",151.0,73.0,224.0,48.3,664536.0,0.0227
2023-11,2023,November,11,WZ08-H,Verkehr und Lagerei,68.0,34.0,102.0,50.0,120545.0,0.0564
2023-11,2023,November,11,WZ08-I,Gastgewerbe,105.0,41.0,146.0,39.0,252952.0,0.0415
2023-11,2023,November,11,WZ08-J,Information und Kommunikation,41.0,16.0,57.0,39.0,152867.0,0.0268
2023-11,2023,November,11,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,17.0,14.0,31.0,82.4,88558.0,0.0192
2023-11,2023,November,11,WZ08-L,Grundstücks- und Wohnungswesen,48.0,27.0,75.0,56.2,218691.0,0.0219
2023-11,2023,November,11,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",107.0,56.0,163.0,52.3,543935.0,0.0197
2023-11,2023,November,11,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,113.0,54.0,167.0,47.8,259804.0,0.0435
2023-11,2023,November,11,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-11,2023,November,11,WZ08-P,Erziehung und Unterricht,15.0,4.0,19.0,26.7,100100.0,0.015
2023-11,2023,November,11,WZ08-Q,Gesundheits- und Sozialwesen,48.0,7.0,55.0,14.6,289040.0,0.0166
