Datum,Jahr,Monat,Monatsnummer,Branchencode,Branche,Eroeffnet,Mangels_Masse_Abgewiesen,Gesamt,mangel_ratio,Aktive_Unternehmen,Insolvenzrate_Pct
2020-12,2020,Dezember,12,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,6.0,31.0,24.0,90990.0,0.0275
2020-12,2020,Dezember,12,WZ08-L,Grundstücks- und Wohnungswesen,29.0,7.0,36.0,24.1,209412.0,0.0138
2020-12,2020,Dezember,12,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",89.0,56.0,145.0,62.9,522619.0,0.017
2020-12,2020,Dezember,12,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,85.0,44.0,129.0,51.8,238577.0,0.0356
2020-12,2020,Dezember,12,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2020-12,2020,Dezember,12,WZ08-P,Erziehung und Unterricht,14.0,1.0,15.0,7.1,95206.0,0.0147
2020-12,2020,Dezember,12,WZ08-Q,Gesundheits- und Sozialwesen,31.0,3.0,34.0,9.7,269714.0,0.0115
2020-12,2020,Dezember,12,WZ08-R,"Kunst, Unterhaltung und Erholung",35.0,7.0,42.0,20.0,106340.0,0.0329
2020-12,2020,Dezember,12,WZ08-S,Erbringung von sonstigen Dienstleistungen,43.0,17.0,60.0,39.5,233493.0,0.0184
2021-01,2021,Januar,1,WZ08-A,"Land- und Forstwirtschaft, Fischerei",4.0,2.0,6.0,50.0,,
2021-01,2021,Januar,1,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-01,2021,Januar,1,WZ08-C,Verarbeitendes Gewerbe,74.0,13.0,87.0,17.6,227682.0,0.0325
2021-01,2021,Januar,1,WZ08-D,Energieversorgung,,,,,73269.0,
2021-01,2021,Januar,1,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0,33.3,13199.0,0.0227
2021-01,2021,Januar,1,WZ08-F,Baugewerbe,104.0,46.0,150.0,44.2,392388.0,0.0265
2021-01,2021,Januar,1,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",105.0,61.0,166.0,58.1,673285.0,0.0156
2021-01,2021,Januar,1,WZ08-H,Verkehr und Lagerei,63.0,29.0,92.0,46.0,119781.0,0.0526
2021-01,2021,Januar,1,WZ08-I,Gastgewerbe,92.0,47.0,139.0,51.1,241820.0,0.038
2021-01,2021,Januar,1,WZ08-J,Information und Kommunikation,29.0,11.0,40.0,37.9,144033.0,0.0201
2021-01,2021,Januar,1,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,18.0,10.0,28.0,55.6,90311.0,0.0199
2021-01,2021,Januar,1,WZ08-L,Grundstücks- und Wohnungswesen,13.0,14.0,27.0,107.7,215096.0,0.006
2021-01,2021,Januar,1,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",71.0,49.0,120.0,69.0,526145.0,0.0135
2021-01,2021,Januar,1,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,80.0,39.0,119.0,48.8,242814.0,0.0329
2021-01,2021,Januar,1,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-01,2021,Januar,1,WZ08-P,Erziehung und Unterricht,10.0,2.0,12.0,20.0,94766.0,0.0106
2021-01,2021,Januar,1,WZ08-Q,Gesundheits- und Sozialwesen,18.0,4.0,22.0,22.2,286979.0,0.0063
2021-01,2021,Januar,1,WZ08-R,"Kunst, Unterhaltung und Erholung",15.0,8.0,23.0,53.3,104155.0,0.0144
2021-01,2021,Januar,1,WZ08-S,Erbringung von sonstigen Dienstleistungen,42.0,31.0,73.0,73.8,227740.0,0.0184
2021-02,2021,Februar,2,WZ08-A,"Land- und Forstwirtschaft, Fischerei",9.0,3.0,12.0,33.3,,
2021-02,2021,Februar,2,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-02,2021,Februar,2,WZ08-C,Verarbeitendes Gewerbe,77.0,8.0,85.0,10.4,227682.0,0.0338
2021-02,2021,Februar,2,WZ08-D,Energieversorgung,5.0,3.0,8.0,60.0,73269.0,0.0068
2021-02,2021,Februar,2,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,,,,13199.0,0.0152
2021-02,2021,Februar,2,WZ08-F,Baugewerbe,133.0,61.0,194.0,45.9,392388.0,0.0339
2021-02,2021,Februar,2,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",129.0,62.0,191.0,48.1,673285.0,0.0192
2021-02,2021,Februar,2,WZ08-H,Verkehr und Lagerei,61.0,20.0,81.0,32.8,119781.0,0.0509
2021-02,2021,Februar,2,WZ08-I,Gastgewerbe,87.0,30.0,117.0,34.5,241820.0,0.036
2021-02,2021,Februar,2,WZ08-J,Information und Kommunikation,27.0,13.0,40.0,48.1,144033.0,0.0187
2021-02,2021,Februar,2,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,15.0,37.0,68.2,90311.0,0.0244
2021-02,2021,Februar,2,WZ08-L,Grundstücks- und Wohnungswesen,24.0,13.0,37.0,54.2,215096.0,0.0112
2021-02,2021,Februar,2,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",72.0,47.0,119.0,65.3,526145.0,0.0137
2021-02,2021,Februar,2,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,93.0,40.0,133.0,43.0,242814.0,0.0383
2021-02,2021,Februar,2,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-02,2021,Februar,2,WZ08-P,Erziehung und Unterricht,13.0,1.0,14.0,7.7,94766.0,0.0137
2021-02,2021,Februar,2,WZ08-Q,Gesundheits- und Sozialwesen,24.0,1.0,25.0,4.2,286979.0,0.0084
2021-02,2021,Februar,2,WZ08-R,"Kunst, Unterhaltung und Erholung",23.0,5.0,28.0,21.7,104155.0,0.0221
2021-02,2021,Februar,2,WZ08-S,Erbringung von sonstigen Dienstleistungen,46.0,26.0,72.0,56.5,227740.0,0.0202
2021-03,2021,März,3,WZ08-A,"Land- und Forstwirtschaft, Fischerei",14.0,,,,,
2021-03,2021,März,3,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2322.0,0.0431
2021-03,2021,März,3,WZ08-C,Verarbeitendes Gewerbe,82.0,24.0,106.0,29.3,227682.0,0.036
2021-03,2021,März,3,WZ08-D,Energieversorgung,5.0,,,,73269.0,0.0068
2021-03,2021,März,3,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,,,,13199.0,0.0303
2021-03,2021,März,3,WZ08-F,Baugewerbe,203.0,61.0,264.0,30.0,392388.0,0.0517
2021-03,2021,März,3,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",144.0,55.0,199.0,38.2,673285.0,0.0214
2021-03,2021,März,3,WZ08-H,Verkehr und Lagerei,86.0,19.0,105.0,22.1,119781.0,0.0718
2021-03,2021,März,3,WZ08-I,Gastgewerbe,112.0,47.0,159.0,42.0,241820.0,0.0463
2021-03,2021,März,3,WZ08-J,Information und Kommunikation,28.0,14.0,42.0,50.0,144033.0,0.0194
2021-03,2021,März,3,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,17.0,15.0,32.0,88.2,90311.0,0.0188
2021-03,2021,März,3,WZ08-L,Grundstücks- und Wohnungswesen,27.0,10.0,37.0,37.0,215096.0,0.0126
2021-03,2021,März,3,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",107.0,56.0,163.0,52.3,526145.0,0.0203
2021-03,2021,März,3,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,115.0,32.0,147.0,27.8,242814.0,0.0474
2021-03,2021,März,3,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-03,2021,März,3,WZ08-P,Erziehung und Unterricht,17.0,,,,94766.0,0.0179
2021-03,2021,März,3,WZ08-Q,Gesundheits- und Sozialwesen,29.0,6.0,35.0,20.7,286979.0,0.0101
2021-03,2021,März,3,WZ08-R,"Kunst, Unterhaltung und Erholung",25.0,12.0,37.0,48.0,104155.0,0.024
2021-03,2021,März,3,WZ08-S,Erbringung von sonstigen Dienstleistungen,70.0,22.0,92.0,31.4,227740.0,0.0307
2021-04,2021,April,4,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,,,,,
2021-04,2021,April,4,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-04,2021,April,4,WZ08-C,Verarbeitendes Gewerbe,100.0,8.0,108.0,8.0,227682.0,0.0439
2021-04,2021,April,4,WZ08-D,Energieversorgung,8.0,2.0,10.0,25.0,73269.0,0.0109
2021-04,2021,April,4,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0,100.0,13199.0,0.0076
2021-04,2021,April,4,WZ08-F,Baugewerbe,156.0,59.0,215.0,37.8,392388.0,0.0398
2021-04,2021,April,4,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",134.0,61.0,195.0,45.5,673285.0,0.0199
2021-04,2021,April,4,WZ08-H,Verkehr und Lagerei,70.0,18.0,88.0,25.7,119781.0,0.0584
2021-04,2021,April,4,WZ08-I,Gastgewerbe,91.0,40.0,131.0,44.0,241820.0,0.0376
2021-04,2021,April,4,WZ08-J,Information und Kommunikation,34.0,21.0,55.0,61.8,144033.0,0.0236
2021-04,2021,April,4,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,16.0,14.0,30.0,87.5,90311.0,0.0177
2021-04,2021,April,4,WZ08-L,Grundstücks- und Wohnungswesen,23.0,19.0,42.0,82.6,215096.0,0.0107
2021-04,2021,April,4,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",82.0,44.0,126.0,53.7,526145.0,0.0156
2021-04,2021,April,4,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,108.0,34.0,142.0,31.5,242814.0,0.0445
2021-04,2021,April,4,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-04,2021,April,4,WZ08-P,Erziehung und Unterricht,18.0,5.0,23.0,27.8,94766.0,0.019
2021-04,2021,April,4,WZ08-Q,Gesundheits- und Sozialwesen,43.0,4.0,47.0,9.3,286979.0,0.015
2021-04,2021,April,4,WZ08-R,"Kunst, Unterhaltung und Erholung",22.0,11.0,33.0,50.0,104155.0,0.0211
2021-04,2021,April,4,WZ08-S,Erbringung von sonstigen Dienstleistungen,54.0,24.0,78.0,44.4,227740.0,0.0237
2021-05,2021,Mai,5,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,1.0,7.0,16.7,,
2021-05,2021,Mai,5,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-05,2021,Mai,5,WZ08-C,Verarbeitendes Gewerbe,68.0,12.0,80.0,17.6,227682.0,0.0299
2021-05,2021,Mai,5,WZ08-D,Energieversorgung,4.0,1.0,5.0,25.0,73269.0,0.0055
2021-05,2021,Mai,5,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0,100.0,13199.0,0.0076
2021-05,2021,Mai,5,WZ08-F,Baugewerbe,137.0,43.0,180.0,31.4,392388.0,0.0349
2021-05,2021,Mai,5,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",113.0,55.0,168.0,48.7,673285.0,0.0168
2021-05,2021,Mai,5,WZ08-H,Verkehr und Lagerei,53.0,25.0,78.0,47.2,119781.0,0.0442
2021-05,2021,Mai,5,WZ08-I,Gastgewerbe,74.0,40.0,114.0,54.1,241820.0,0.0306
2021-05,2021,Mai,5,WZ08-J,Information und Kommunikation,22.0,16.0,38.0,72.7,144033.0,0.0153
2021-05,2021,Mai,5,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,14.0,10.0,24.0,71.4,90311.0,0.0155
2021-05,2021,Mai,5,WZ08-L,Grundstücks- und Wohnungswesen,28.0,14.0,42.0,50.0,215096.0,0.013
2021-05,2021,Mai,5,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",67.0,50.0,117.0,74.6,526145.0,0.0127
2021-05,2021,Mai,5,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,93.0,40.0,133.0,43.0,242814.0,0.0383
2021-05,2021,Mai,5,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-05,2021,Mai,5,WZ08-P,Erziehung und Unterricht,7.0,3.0,10.0,42.9,94766.0,0.0074
2021-05,2021,Mai,5,WZ08-Q,Gesundheits- und Sozialwesen,12.0,5.0,17.0,41.7,286979.0,0.0042
2021-05,2021,Mai,5,WZ08-R,"Kunst, Unterhaltung und Erholung",10.0,8.0,18.0,80.0,104155.0,0.0096
2021-05,2021,Mai,5,WZ08-S,Erbringung von sonstigen Dienstleistungen,58.0,25.0,83.0,43.1,227740.0,0.0255
2021-06,2021,Juni,6,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,1.0,8.0,14.3,,
2021-06,2021,Juni,6,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-06,2021,Juni,6,WZ08-C,Verarbeitendes Gewerbe,61.0,13.0,74.0,21.3,227682.0,0.0268
2021-06,2021,Juni,6,WZ08-D,Energieversorgung,10.0,2.0,12.0,20.0,73269.0,0.0136
2021-06,2021,Juni,6,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,,,,13199.0,0.0227
2021-06,2021,Juni,6,WZ08-F,Baugewerbe,155.0,61.0,216.0,39.4,392388.0,0.0395
2021-06,2021,Juni,6,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",140.0,61.0,201.0,43.6,673285.0,0.0208
2021-06,2021,Juni,6,WZ08-H,Verkehr und Lagerei,53.0,21.0,74.0,39.6,119781.0,0.0442
2021-06,2021,Juni,6,WZ08-I,Gastgewerbe,91.0,31.0,122.0,34.1,241820.0,0.0376
2021-06,2021,Juni,6,WZ08-J,Information und Kommunikation,24.0,9.0,33.0,37.5,144033.0,0.0167
2021-06,2021,Juni,6,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,24.0,4.0,28.0,16.7,90311.0,0.0266
2021-06,2021,Juni,6,WZ08-L,Grundstücks- und Wohnungswesen,26.0,12.0,38.0,46.2,215096.0,0.0121
2021-06,2021,Juni,6,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",65.0,49.0,114.0,75.4,526145.0,0.0124
2021-06,2021,Juni,6,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,92.0,39.0,131.0,42.4,242814.0,0.0379
2021-06,2021,Juni,6,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-06,2021,Juni,6,WZ08-P,Erziehung und Unterricht,11.0,4.0,15.0,36.4,94766.0,0.0116
2021-06,2021,Juni,6,WZ08-Q,Gesundheits- und Sozialwesen,22.0,6.0,28.0,27.3,286979.0,0.0077
2021-06,2021,Juni,6,WZ08-R,"Kunst, Unterhaltung und Erholung",19.0,14.0,33.0,73.7,104155.0,0.0182
2021-06,2021,Juni,6,WZ08-S,Erbringung von sonstigen Dienstleistungen,51.0,16.0,67.0,31.4,227740.0,0.0224
2021-07,2021,Juli,7,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,,,,,
2021-07,2021,Juli,7,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-07,2021,Juli,7,WZ08-C,Verarbeitendes Gewerbe,59.0,18.0,77.0,30.5,227682.0,0.0259
2021-07,2021,Juli,7,WZ08-D,Energieversorgung,5.0,3.0,8.0,60.0,73269.0,0.0068
2021-07,2021,Juli,7,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,,,,13199.0,0.0152
2021-07,2021,Juli,7,WZ08-F,Baugewerbe,161.0,61.0,222.0,37.9,392388.0,0.041
2021-07,2021,Juli,7,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",137.0,52.0,189.0,38.0,673285.0,0.0203
2021-07,2021,Juli,7,WZ08-H,Verkehr und Lagerei,53.0,23.0,76.0,43.4,119781.0,0.0442
2021-07,2021,Juli,7,WZ08-I,Gastgewerbe,86.0,38.0,124.0,44.2,241820.0,0.0356
2021-07,2021,Juli,7,WZ08-J,Information und Kommunikation,30.0,17.0,47.0,56.7,144033.0,0.0208
2021-07,2021,Juli,7,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,10.0,15.0,25.0,150.0,90311.0,0.0111
2021-07,2021,Juli,7,WZ08-L,Grundstücks- und Wohnungswesen,25.0,9.0,34.0,36.0,215096.0,0.0116
2021-07,2021,Juli,7,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",78.0,53.0,131.0,67.9,526145.0,0.0148
2021-07,2021,Juli,7,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,83.0,39.0,122.0,47.0,242814.0,0.0342
2021-07,2021,Juli,7,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-07,2021,Juli,7,WZ08-P,Erziehung und Unterricht,11.0,3.0,14.0,27.3,94766.0,0.0116
2021-07,2021,Juli,7,WZ08-Q,Gesundheits- und Sozialwesen,26.0,4.0,30.0,15.4,286979.0,0.0091
2021-07,2021,Juli,7,WZ08-R,"Kunst, Unterhaltung und Erholung",19.0,2.0,21.0,10.5,104155.0,0.0182
2021-07,2021,Juli,7,WZ08-S,Erbringung von sonstigen Dienstleistungen,53.0,17.0,70.0,32.1,227740.0,0.0233
2021-08,2021,August,8,WZ08-A,"Land- und Forstwirtschaft, Fischerei",2.0,1.0,3.0,50.0,,
2021-08,2021,August,8,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-08,2021,August,8,WZ08-C,Verarbeitendes Gewerbe,47.0,17.0,64.0,36.2,227682.0,0.0206
2021-08,2021,August,8,WZ08-D,Energieversorgung,2.0,,,,73269.0,0.0027
2021-08,2021,August,8,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,,,13199.0,0.0076
2021-08,2021,August,8,WZ08-F,Baugewerbe,122.0,68.0,190.0,55.7,392388.0,0.0311
2021-08,2021,August,8,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",95.0,46.0,141.0,48.4,673285.0,0.0141
2021-08,2021,August,8,WZ08-H,Verkehr und Lagerei,57.0,33.0,90.0,57.9,119781.0,0.0476
2021-08,2021,August,8,WZ08-I,Gastgewerbe,60.0,36.0,96.0,60.0,241820.0,0.0248
2021-08,2021,August,8,WZ08-J,Information und Kommunikation,21.0,10.0,31.0,47.6,144033.0,0.0146
2021-08,2021,August,8,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,21.0,7.0,28.0,33.3,90311.0,0.0233
2021-08,2021,August,8,WZ08-L,Grundstücks- und Wohnungswesen,42.0,15.0,57.0,35.7,215096.0,0.0195
2021-08,2021,August,8,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",63.0,27.0,90.0,42.9,526145.0,0.012
2021-08,2021,August,8,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,67.0,43.0,110.0,64.2,242814.0,0.0276
2021-08,2021,August,8,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-08,2021,August,8,WZ08-P,Erziehung und Unterricht,8.0,3.0,11.0,37.5,94766.0,0.0084
2021-08,2021,August,8,WZ08-Q,Gesundheits- und Sozialwesen,24.0,5.0,29.0,20.8,286979.0,0.0084
2021-08,2021,August,8,WZ08-R,"Kunst, Unterhaltung und Erholung",8.0,8.0,16.0,100.0,104155.0,0.0077
2021-08,2021,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,45.0,25.0,70.0,55.6,227740.0,0.0198
2021-09,2021,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",12.0,3.0,15.0,25.0,,
2021-09,2021,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-09,2021,September,9,WZ08-C,Verarbeitendes Gewerbe,71.0,7.0,78.0,9.9,227682.0,0.0312
2021-09,2021,September,9,WZ08-D,Energieversorgung,,3.0,,,73269.0,
2021-09,2021,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,3.0,5.0,150.0,13199.0,0.0152
2021-09,2021,September,9,WZ08-F,Baugewerbe,142.0,48.0,190.0,33.8,392388.0,0.0362
2021-09,2021,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",90.0,53.0,143.0,58.9,673285.0,0.0134
2021-09,2021,September,9,WZ08-H,Verkehr und Lagerei,72.0,22.0,94.0,30.6,119781.0,0.0601
2021-09,2021,September,9,WZ08-I,Gastgewerbe,78.0,19.0,97.0,24.4,241820.0,0.0323
2021-09,2021,September,9,WZ08-J,Information und Kommunikation,19.0,13.0,32.0,68.4,144033.0,0.0132
2021-09,2021,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,11.0,13.0,24.0,118.2,90311.0,0.0122
2021-09,2021,September,9,WZ08-L,Grundstücks- und Wohnungswesen,34.0,11.0,45.0,32.4,215096.0,0.0158
2021-09,2021,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",62.0,29.0,91.0,46.8,526145.0,0.0118
2021-09,2021,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,73.0,31.0,104.0,42.5,242814.0,0.0301
2021-09,2021,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-09,2021,September,9,WZ08-P,Erziehung und Unterricht,8.0,2.0,10.0,25.0,94766.0,0.0084
2021-09,2021,September,9,WZ08-Q,Gesundheits- und Sozialwesen,16.0,2.0,18.0,12.5,286979.0,0.0056
2021-09,2021,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",9.0,6.0,15.0,66.7,104155.0,0.0086
2021-09,2021,September,9,WZ08-S,Erbringung von sonstigen Dienstleistungen,58.0,23.0,81.0,39.7,227740.0,0.0255
2021-10,2021,Oktober,10,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,1.0,6.0,20.0,,
2021-10,2021,Oktober,10,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,2.0,,,,2322.0,0.0861
2021-10,2021,Oktober,10,WZ08-C,Verarbeitendes Gewerbe,63.0,7.0,70.0,11.1,227682.0,0.0277
2021-10,2021,Oktober,10,WZ08-D,Energieversorgung,2.0,2.0,4.0,100.0,73269.0,0.0027
2021-10,2021,Oktober,10,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,,,13199.0,0.0076
2021-10,2021,Oktober,10,WZ08-F,Baugewerbe,133.0,60.0,193.0,45.1,392388.0,0.0339
2021-10,2021,Oktober,10,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",108.0,52.0,160.0,48.1,673285.0,0.016
2021-10,2021,Oktober,10,WZ08-H,Verkehr und Lagerei,67.0,23.0,90.0,34.3,119781.0,0.0559
2021-10,2021,Oktober,10,WZ08-I,Gastgewerbe,56.0,36.0,92.0,64.3,241820.0,0.0232
2021-10,2021,Oktober,10,WZ08-J,Information und Kommunikation,19.0,14.0,33.0,73.7,144033.0,0.0132
2021-10,2021,Oktober,10,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,11.0,7.0,18.0,63.6,90311.0,0.0122
2021-10,2021,Oktober,10,WZ08-L,Grundstücks- und Wohnungswesen,32.0,13.0,45.0,40.6,215096.0,0.0149
2021-10,2021,Oktober,10,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",64.0,31.0,95.0,48.4,526145.0,0.0122
2021-10,2021,Oktober,10,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,85.0,34.0,119.0,40.0,242814.0,0.035
2021-10,2021,Oktober,10,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-10,2021,Oktober,10,WZ08-P,Erziehung und Unterricht,6.0,4.0,10.0,66.7,94766.0,0.0063
2021-10,2021,Oktober,10,WZ08-Q,Gesundheits- und Sozialwesen,22.0,3.0,25.0,13.6,286979.0,0.0077
2021-10,2021,Oktober,10,WZ08-R,"Kunst, Unterhaltung und Erholung",13.0,8.0,21.0,61.5,104155.0,0.0125
2021-10,2021,Oktober,10,WZ08-S,Erbringung von sonstigen Dienstleistungen,48.0,24.0,72.0,50.0,227740.0,0.0211
2021-11,2021,November,11,WZ08-A,"Land- und Forstwirtschaft, Fischerei",9.0,,,,,
2021-11,2021,November,11,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2322.0,
2021-11,2021,November,11,WZ08-C,Verarbeitendes Gewerbe,53.0,11.0,64.0,20.8,227682.0,0.0233
2021-11,2021,November,11,WZ08-D,Energieversorgung,3.0,2.0,5.0,66.7,73269.0,0.0041
2021-11,2021,November,11,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,,,,13199.0,0.0303
2021-11,2021,November,11,WZ08-F,Baugewerbe,147.0,58.0,205.0,39.5,392388.0,0.0375
2021-11,2021,November,11,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",117.0,55.0,172.0,47.0,673285.0,0.0174
2021-11,2021,November,11,WZ08-H,Verkehr und Lagerei,50.0,23.0,73.0,46.0,119781.0,0.0417
2021-11,2021,November,11,WZ08-I,Gastgewerbe,81.0,21.0,102.0,25.9,241820.0,0.0335
2021-11,2021,November,11,WZ08-J,Information und Kommunikation,33.0,14.0,47.0,42.4,144033.0,0.0229
2021-11,2021,November,11,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,8.0,9.0,17.0,112.5,90311.0,0.0089
2021-11,2021,November,11,WZ08-L,Grundstücks- und Wohnungswesen,23.0,12.0,35.0,52.2,215096.0,0.0107
2021-11,2021,November,11,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",68.0,47.0,115.0,69.1,526145.0,0.0129
2021-11,2021,November,11,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,75.0,38.0,113.0,50.7,242814.0,0.0309
2021-11,2021,November,11,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-11,2021,November,11,WZ08-P,Erziehung und Unterricht,11.0,1.0,12.0,9.1,94766.0,0.0116
2021-11,2021,November,11,WZ08-Q,Gesundheits- und Sozialwesen,20.0,3.0,23.0,15.0,286979.0,0.007
2021-11,2021,November,11,WZ08-R,"Kunst, Unterhaltung und Erholung",15.0,8.0,23.0,53.3,104155.0,0.0144
2021-11,2021,November,11,WZ08-S,Erbringung von sonstigen Dienstleistungen,51.0,24.0,75.0,47.1,227740.0,0.0224
2021-12,2021,Dezember,12,WZ08-A,"Land- und Forstwirtschaft, Fischerei",13.0,,,,,
2021-12,2021,Dezember,12,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2322.0,0.0431
2021-12,2021,Dezember,12,WZ08-C,Verarbeitendes Gewerbe,74.0,15.0,89.0,20.3,227682.0,0.0325
2021-12,2021,Dezember,12,WZ08-D,Energieversorgung,4.0,,,,73269.0,0.0055
2021-12,2021,Dezember,12,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0,50.0,13199.0,0.0152
2021-12,2021,Dezember,12,WZ08-F,Baugewerbe,162.0,42.0,204.0,25.9,392388.0,0.0413
